acid,epoxide,tg
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)CC1CCC1,Cc1cccc(NC(=O)C(=O)c2ccc(OCC3CO3)cc2)c1OCC1CO1,396.34197857584894
CCCOc1ccc(CNCCCC(C(=O)O)C(=O)O)cc1OC,CC1CCN(c2cccc(NC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)c2)CC1,379.05671176632774
COCC(=O)Nc1cccc(CNC(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(CN1CCCN(C(=O)COCC2CO2)CC1)NCC1CO1,356.3920620481656
CN(CCN1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1)Cc1ccccc1,CN(C)Cc1ccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cc1,336.878249084514
O=C(O)CCCCC(=O)NCCNCC(=O)NCCC(=O)O,O=C(NCc1ccc(OC2CCCCC2)nc1)c1ccc(OCC2CO2)cc1OCC1CO1,357.8143112456877
O=C(O)CC(C(=O)O)N1C(=O)c2ccccc2C1=O,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1cccc2c1CCCC2,420.1545111288983
O=C(O)CCNC(=O)CC1(C(=O)NCCC(=O)O)CCOCC1,O=C(CCCCN1CCOCC1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,332.2439218858681
COCCCOCC(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,Cc1ccc(C(=O)NCCC(=O)Nc2ccc(C)nc2OCC2CO2)c(OCC2CO2)c1,381.658454445068
O=C(O)c1cccc(CN2CCCC(C(=O)O)C2)c1,O=C(Nc1ccc(OCCc2ccccc2)nc1)C(=O)N(CC1CO1)CC1CO1,393.7009725044851
CC(C)(C)c1ccc(C(=O)Nc2ccccc2NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(OCCCCCO)c1cc(OCC2CO2)ccc1OCC1CO1,388.4250841106021
CC(=O)c1ccc(NC(=O)c2ccc(C(=O)O)cc2C(=O)O)cc1,O=C(CC(c1ccccc1)c1ccccc1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,399.34834547853154
O=C(O)CCN(CCCOCc1ccccc1)CCC(=O)O,COC(=O)CCCOc1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,322.4255629073887
O=C(O)Cn1c(C=Cc2ccc(C(=O)O)cc2)nc2ccccc2c1=O,COc1ccc(C=CC(=O)c2cc(OC)c(OCC3CO3)cc2OC)cc1OCC1CO1,389.91256007726764
O=C(O)CCCCC(=O)NCC1(NC(=O)CCCOCCC(=O)O)CCC1,CCCCc1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,336.0580966396264
O=C(O)CCCC(=O)NC1(CNC(=O)c2ccc(OCCC(=O)O)cc2)CCC1,Cc1ccc(CNC(=O)Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,396.3889818839474
Cc1ccc2cc(C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O)ccc2n1,CC(C(=O)N(C)Cc1ccc(OCC2CO2)cc1)c1cccc(OCC2CO2)c1,347.5248571242487
O=C(O)C(CCCNCc1cn2ccccc2n1)C(=O)O,CC(C)OCc1cc(NC(=O)CCc2cccc(OCC3CO3)c2)ccc1OCC1CO1,374.11981877511414
