acid,epoxide,tg,std
Cn1cc(CCNC(=O)N(CCC(=O)O)CCC(=O)O)c2ccccc21,O=C(OCCCOC(=O)c1cccc(COCC2CO2)c1)c1cccc(COCC2CO2)c1,419.7727,21.0676
O=C(O)CCC(CCC(=O)O)C(=O)Nc1cccc(N2CCCNC2=O)c1,COc1ccccc1NC(=O)c1ccc(NC(=O)NC(COCC2CO2)COCC2CO2)cc1,489.1939,29.0478
Cc1ccc(C(=O)CCC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,O=C(NC1CC1)c1ccc(C(=O)NC(COCC2CO2)COCC2CO2)cc1,435.2811,12.4399
Cc1ccc(CCN2CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC2)cc1,O=C(CNC(=O)c1cccc(OCC2CO2)c1)Nc1cccnc1OCC1CO1,416.525,27.0969
CCOc1ccc(CNC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CCc1ccccc1CC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,404.2828,30.5899
CN(CCCCCN(C)CCOCC(=O)O)CCOCC(=O)O,O=C(CN(CC1CCCCC1)CC1CO1)NCC1CO1,335.0179,22.2896
CC(O)(CNC(=O)c1ccc(C(=O)O)cc1)C(=O)O,CCc1ccccc1C(=O)NCCNCC(=O)N(CC1CO1)CC1CO1,458.7007,29.5066
O=C(O)CNC(=O)c1ccc(NC(=O)C2(C(=O)O)CC2)cc1,NCC(=O)NCc1ccc(OCC2CO2)cc1OCC1CO1,447.8052,16.8304
COCCOc1cccc(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c1,COc1ccc(CNC(=O)NCc2cc(C)cnc2OCC2CO2)cc1OCC1CO1,407.8928,30.847
CCc1ccc(CC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,CCCCCCCC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,377.8797,29.6636
Cc1cc(NC(=O)CCN(CCC(=O)O)CCC(=O)O)no1,CCn1c(OCC2CO2)nc2cc(C(=O)NCCCc3ccc(OCC4CO4)cc3)ccc21,425.1392,21.2596
O=C(O)CCCc1noc(COCCC(=O)O)n1,COc1cc(CNC(=O)C(=O)NCc2cccc(OCC3CO3)c2)ccc1OCC1CO1,367.2944,17.4206
O=C(O)Cc1ccc(NN=Cc2c(O)c(C(=O)O)cc3ccccc23)cc1,CN(CC(=O)NC1CC1)C(=O)c1cccc(OCC2CO2)c1OCC1CO1,437.6668,12.7726
O=C(O)c1ccc(CN2CCC(c3ccccc3C(=O)O)CC2)cc1,Cc1cc(C)n(CCCNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)n1,439.7939,35.4123
CC(C)CN(CCC(=O)O)C(=O)c1ccc(OCC(=O)O)cc1,N#Cc1ccc(OCC2CO2)c(NC(=O)Cc2ccc(OCC3CO3)cc2)c1,411.313,32.2631
CCc1noc(CN(CCC(=O)O)CCC(=O)O)n1,O=C(NCc1ccccc1CN1CCOCC1)c1c(OCC2CO2)cccc1OCC1CO1,399.8623,20.9915
Cc1cc(C)c(C(=O)O)c(CC(C)(C)C(=O)O)c1,O=C(NC1CCCN(c2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1,447.4704,19.2665
CN(C(=O)c1ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc1)C1CCCCC1,COCCCOc1ccc(NC(=O)C(CC2CO2)CC2CO2)cc1OC,424.2459,16.7151
CCCCCN(CCOCC(=O)O)C(=O)c1ccc(CN2CCC(COCC(=O)O)CC2)cc1,COc1cc(CN(C)C(=O)c2ccc(OCC3CO3)nc2C)ccc1OCC1CO1,412.5764,31.6922
O=C(O)CCCCCCCCCCCCCC(=O)O,CC(Oc1ccccc1)C(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,341.3251,19.3133
CC(C)CNC(=O)c1cccc(CN(CCC(=O)O)CCC(=O)O)c1,CCc1ccc(CN(C)CC(=O)N(CC2CO2)CC2CO2)cc1,401.195,34.2386
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C2CC(OCc3ccccc3)C2)cc1,Cc1ccc(C(=O)NCc2cccc(NC(=O)c3ccccc3)c2)c(OCC2CO2)c1OCC1CO1,442.6642,32.3579
Cc1ccoc1C(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,O=C(NCc1ccc2c(c1)OCCCO2)c1c(OCC2CO2)cccc1OCC1CO1,443.0156,23.6714
CC=CC=CC(=O)Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1,O=C(Nc1ccc2oc3ccccc3c2c1)N(CC1CO1)CC1CO1,514.9649,31.1666
CCNC(=O)c1cccc(NC(=O)CNC(COCC(=O)O)COCC(=O)O)c1,O=C(Nc1ccc(COCCO)cc1)C(CC1CO1)CC1CO1,423.7804,29.7501
O=C(O)CCN(CCC(=O)O)CCc1ccc2c(c1)OCCO2,O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1,401.2138,34.8013
CCCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(CN1CCC(NC(=O)CCC2CO2)CC1)NCC1CO1,470.8422,30.1849
Cc1cc(C)cc(CCC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c1,Cn1cc(Nc2cccc(NC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)c2)cn1,465.9422,25.2647
CC(C)(CCC(=O)O)C(=O)N1CCCN(CCCCC(=O)O)CC1,CC(C)c1c(OCC2CO2)cccc1OCC1CO1,393.5262,8.1022
CCCCCCCCCCCCCCCCCCC(C(=O)O)C(=O)O,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)NCc1ccc(CN2CCCCCC2)cc1,325.8367,21.1209
CCc1ccccc1CNC(=O)C(CCC(=O)O)CCC(=O)O,Cc1cccc(NC(=O)N(CC2CO2)CC2CO2)c1C(=O)N1CCCC1,428.5313,37.5328
CC(C)c1cccc(N(CCCCCOCC(=O)O)CCOCC(=O)O)c1,CC(C)Oc1ccc(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,393.3696,30.3352
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1cccc(NC(=O)c2ccccc2)c1,NC(=O)c1ccc(N2CCCCC2)c(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,492.5251,26.3539
O=C(O)c1ccc(NC(=O)C(C(=O)O)C2CCCC2)cc1,Cc1cc(NC(=O)c2ccc(OCC3CO3)nc2C)cc(OCC2CO2)c1,524.9272,35.3489
COc1cc(CNC(=O)C(C)(C)CCC(=O)O)cc(CCC(=O)O)c1OC,O=C(Nc1cccc(C(=O)N2CCCC2)c1)N(CCOCC1CO1)CCOCC1CO1,426.4135,25.8681
CC(C)Cc1ccc(C(CC(=O)O)C(=O)O)cc1,O=C(CCCC1CO1)NCC1CCN(CC(=O)NCC2CO2)CC1,400.3878,41.3207
O=C(O)CCC(CCC(=O)O)C(=O)OCCCC1CCOCC1,CN(C)C(=O)C1CCC(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,425.7347,11.8942
CN(Cc1ccncc1)C(=O)C(CCC(=O)O)CCC(=O)O,COc1ccc(CNC(C)c2ccccc2OCC2CO2)cc1OCC1CO1,423.9699,23.7842
O=C(O)CCCNC(=O)Nc1ccc(C(=O)O)nn1,O=C(CCc1ccc(OCC2CO2)cc1)N1CCN(C(=O)c2ccc(OCC3CO3)nc2)CC1,459.9411,13.9672
C=Cc1ccc(CNCCCC(C(=O)O)C(=O)O)cc1,COc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,379.2885,22.5862
Cc1ccccc1CN1CCN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,O=C(CCC1CO1)NCc1ccc(OCC2CO2)cc1,432.3031,6.8643
COc1ccc(C(=O)O)c2c1CN(C(=O)CCC(=O)O)CC2,O=C(O)c1cc(OCC2CO2)c(C(=O)O)c(OCC2CO2)c1,472.5365,32.2427
O=C(O)COCc1ccccc1CC(=O)NCc1ccc(N2CCC(COCC(=O)O)CC2)cc1,Cc1ccc(CC(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)cn1,394.157,22.5113
O=C(O)CCC(CCC(=O)O)C(=O)OCC1CCC(=O)CC1,CCc1ccc(C(C)NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,414.5837,33.6438
Cc1ccc(CCCN(CCCOCC(=O)O)CCOCC(=O)O)cn1,CCCCNc1ccccc1C(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1,365.81,15.3992
O=C(O)CCN(CCC(=O)O)C(=O)COc1ccncc1,O=C(NC1CCN(C(=O)c2ccccc2OCC2CO2)CC1)c1ccccc1OCC1CO1,444.7008,45.7511
COCCN(CC(C)C)C(=O)C(CCC(=O)O)CCC(=O)O,O=C(Nc1cccc(COCC2CO2)c1)c1cccc(C(=O)Nc2cccc(COCC3CO3)c2)c1,434.5981,36.428
O=C(O)CCN(CCC(=O)O)C(=O)COc1ccc2c(c1)CCC2,Cn1c(CC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)nc2ccccc21,428.7952,18.544
COc1cc(C(=O)O)ccc1NN=Cc1ccc(OCC(=O)O)c(OC)c1,Cc1cccc(C(=O)NCc2cccnc2OCC2CO2)c1OCC1CO1,439.2096,22.1248
O=C(O)c1ccc(N2CC(C(=O)O)CC2=O)cc1,CCN(CC)C(=O)c1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1,494.8107,34.0954
CC=CC=CC(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1,O=C(NCc1cccnc1OCC1CO1)N1CCN(C(=O)c2ccccc2OCC2CO2)CC1,430.1687,30.1842
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc2c3c(cccc13)CC2,COCC1CN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)C1,409.6389,36.1402
CCCCCNC(=O)C1CCN(C(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1,396.132,19.4031
O=C(O)COCCCCCCN(CCOCC(=O)O)c1ccccc1,CCc1cccc(NC(=O)CCc2ccc(OCC3CO3)nc2)c1OCC1CO1,390.5553,23.4446
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1,CCOC(=O)COc1ccc(CCNC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,444.8222,17.4709
CCOc1ccc(CC(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1,O=C(CNC(=O)c1ccc(OCC2CO2)cc1)NCCCc1ccc(OCC2CO2)cc1,393.9021,11.0186
O=C(O)COCC1(COCC(=O)O)CC(NC(=O)c2cccc(C(=O)Nc3ccccc3)c2)C1,CCC(=O)c1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)nc2C)c1,465.3823,14.19
O=C(O)CCN(CCC(=O)O)C(=O)CNc1cccc2c1CCCC2,CCc1ccc(OCC2CO2)c(C(=O)Nc2ccc(C)c(OCC3CO3)c2C)c1,441.4206,13.4841
COc1ccc(CN(CCCOCC(=O)O)C(=O)c2ccc(COCC(=O)O)cc2OC)cc1,CCCn1c(=O)n(CC(=O)N(CC2CO2)CC2CO2)c2ccccc21,429.1885,9.514
Nc1ccc2c(c1)nc(COCC(=O)O)n2CCOCC(=O)O,O=C(OC(Cc1ccccc1)C(=O)O)c1cc(OCC2CO2)ccc1OCC1CO1,419.5183,16.665
CC(C)(CC(=O)O)CC(=O)Nc1cccc(C(=O)O)c1,Cc1ccc(C2CC2)c(C(=O)NCc2cccc(OCC3CO3)c2OCC2CO2)c1,483.7831,22.5958
Cc1cc(NC(=O)CCCC(=O)O)cc(C)c1NC(=O)CCCC(=O)O,CCOc1ccc(C(=O)NCC(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)cc1,429.596,28.8658
CCn1cc(CC(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cn1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccccc1,455.2199,21.9137
CC(C)(C)c1cncc(CNCCCC(C(=O)O)C(=O)O)c1,O=C(OCCCOC(=O)c1ccc(COCC2CO2)cc1)c1ccc(COCC2CO2)cc1,387.9976,28.3231
Cc1cc(C)c(C(=O)O)cc1C=NNc1ccc(CC(=O)O)cc1,COc1ccc2oc(C)c(C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)c2c1,479.1627,51.9176
COc1ccc(C(C)(C)CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,C(=NNc1cccc2ccccc12)c1ccc(OCC2CO2)cc1OCC1CO1,382.2034,20.3307
CC(=O)N1CCC(C(=O)N(CCC(=O)O)CCC(=O)O)CC1,Cc1ccc(C(=O)Nc2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,440.2627,10.1876
COCCN(CC(=O)O)CC(=O)Nc1cc(C(=O)O)ccc1C,Cn1c(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cccc1=O,428.349,14.689
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)CC2=CCCCC2)cc1,Cc1ccc(OCCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,416.1829,20.1625
O=C(O)CCNC1CCN(C(=O)c2ccccc2OCCC(=O)O)CC1,O=C(O)C=Cc1cc(OCC2CO2)ccc1OCC1CO1,405.8727,22.8295
O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(Cc2ccccc2)c1=O,CC(C)CN1CCN(CC(=O)N(CC2CO2)CC2CO2)CC1,482.949,59.6314
CC(C)(C(=O)O)n1cc(NC(=O)CCCC(=O)O)cn1,O=C(CCn1cncn1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,461.19,22.9861
O=C(O)COCC(=O)Nc1cccc(CN2CCC(COCC(=O)O)CC2)c1,O=C(c1ccc(OCC2CO2)cc1)N1CCCC(NCC2CO2)C1,446.03,20.2289
O=C(O)CCCCC(=O)NCCC1=CCN(CC(=O)NCCC(=O)O)CC1,Cc1nc(OCC2CO2)cc(N2CCN(C(=O)c3ccc(OCC4CO4)cc3)CC2)n1,401.7766,21.7622
Cc1cc(CNCc2ccccc2OCC(=O)O)ccc1C(=O)O,O=C(OCC(=O)N(CC1CO1)CC1CO1)c1cccc(NC(=O)C2CC2)c1,448.2644,21.9829
O=C(O)CCN(CCC(=O)O)C(=O)C1CCCC1,c1cc(CN2CCCCC2)cc(CN(CCCOCC2CO2)CCOCC2CO2)c1,351.002,36.3271
O=C(O)COCc1ccc(NC(=O)CN2CCOCC2)cc1COCC(=O)O,O=C(CCC1CCCCC1)NCc1cccc(OCC2CO2)c1OCC1CO1,405.8446,21.2689
O=C(O)CCN(CCC(=O)O)C(=O)c1ccccc1O,O=C(Nc1ccc(OCC2CO2)cc1)c1cc2c(cc1OCC1CO1)OCO2,457.2926,27.024
O=C(O)C(=O)NCCc1ccc(C(=O)O)cc1,CN(C)C(=O)c1cccc(NC(=O)COC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)c1,455.7923,36.9711
CC(=O)N1CC(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)C1,CN(CCCN(C)C(=O)c1ccc(OCC2CO2)cc1)C(=O)CCC1CO1,425.4652,29.1717
O=C(O)CCN(CCC(=O)O)C(=O)NCc1cccc(OCc2ccccn2)c1,CC(C)(C(=O)O)c1ccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,438.7097,21.9167
O=C(O)c1cc(C(=O)N2CCCCC2C(=O)O)ccn1,c1ccc2c(OCC3CO3)ccc(OCC3CO3)c2c1,469.6133,19.6333
CCCOc1ccc(CNC(=O)CNC(COCC(=O)O)COCC(=O)O)cc1,CNC(=O)c1ccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,393.0011,15.1872
CCn1nc(C)c(C(=O)N(CCC(=O)O)CCC(=O)O)c1C,Cc1cc(C)cc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,425.2743,29.7636
O=C(O)CCN(CCC(=O)O)C(=O)CCCc1nc(C2CC2)no1,CCOC(=O)CCCNC(=O)c1c(OCC2CO2)cccc1OCC1CO1,373.4392,33.1145
O=C(O)COCCCCCCNC(=O)c1cnn(CCOCC(=O)O)c1,N#Cc1cccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,442.8029,29.3894
O=C(O)COCCOCCOc1ccc(OCCOCC(=O)O)cc1,COc1ccc(NC(=O)c2cccc(NC(=O)C(CC3CO3)CC3CO3)c2)cn1,394.9886,31.8161
O=C(O)COCC(COCC(=O)O)NCC(=O)NCc1ccc(COc2ccccc2)cc1,Cc1ccnc(N2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)c1,393.0664,27.8933
COc1ccc(CN(CCC(=O)O)c2nnc(C(C)C)n2CCC(=O)O)cc1,O=C(CCC1CO1)NCC1CCC(CNC(=O)CCC2CO2)CC1,414.3739,17.9976
O=C(O)c1cc(C(=O)O)c(COc2ccccc2)o1,Cc1ccc(C(=O)Nc2ccc(OCC(=O)O)cc2)c(OCC2CO2)c1OCC1CO1,479.5052,29.4926
O=C(O)CCN(CCC(=O)O)C(=O)Nc1ccc2c(n1)CCCC2=O,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc(CCN2CCOCC2)cc1,430.3771,50.0958
COc1cc(CNC(=O)C(CCC(=O)O)CCC(=O)O)ccc1OCCO,Cc1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1C,401.209,36.4488
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCCc2ccncc2)cc1,CCn1ccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)n1,420.1127,23.3456
O=C(O)c1ccc(Nc2ccnc(Nc3cccc(C(=O)O)c3)n2)cc1,O=C(Nc1ccc(C(=O)NCC2CO2)cc1)C(=O)N1CCC(C2CO2)CC1,532.5263,38.0608
CC(C)CC(NC(=O)Nc1ccc(C(=O)O)cc1)C(=O)O,CC(C)C(=O)N1CCCN(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,487.6335,49.4604
COc1cc(NC2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc(OC)c1,CC(C)N1CCN(CC(=O)N(CC2CO2)CC2CO2)CC1,425.495,45.6723
COc1ccc(CNCCNC(=O)C(CCC(=O)O)CCC(=O)O)cc1C,COc1ccccc1CCNC(=O)COC(=O)c1cccc(OCC2CO2)c1OCC1CO1,381.5231,17.7687
O=C(O)c1ccc(Oc2ccc(NC(=O)C3CC3)cc2)cc1C(=O)O,CC(=CC(=O)N(CC1CO1)CC1CO1)c1ccccc1,460.0783,41.9128
O=C(O)CCCCN1CCN(C(=O)c2ncccc2OCCC(=O)O)CC1,Cc1ccc(C)c(C=CC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)c1,408.5435,22.3051
Cc1cc(C=CC(=O)c2cccc(OCC(=O)O)c2)cc(C)c1OCC(=O)O,CCN(C)C(=O)c1cccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,444.5373,32.4318
Cc1noc(Cc2ccc(NCC(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,COc1cccc(OCC2CO2)c1C(=O)Nc1ccc2nc(OCC3CO3)cc(C)c2c1,414.5336,36.3317
Cc1cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)ccc1OCCN(C)C,CCOc1ccc(OC(=O)COC(=O)c2cc(OCC3CO3)c3ccccc3c2OCC2CO2)cc1,401.8236,30.9313
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CC2)cc1,COC(=O)c1ccccc1NC(=O)COC(=O)c1cc(OCC2CO2)ccc1OCC1CO1,472.456,22.3625
Cc1cc(C)c(CNC(CC(=O)O)C(=O)O)cc1C,COc1c(C)cc(C(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)cc1C,452.5275,31.033
O=C(O)CCCNC(=O)N1CCC(CCC(=O)O)CC1,Cn1ccnc1CNC(=O)c1cccc(OCC2CO2)c1OCC1CO1,422.1215,30.7055
COC(=O)COCC(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,O=C(CC1CC(c2ccccc2)C1)NCc1ccc(OCC2CO2)cc1OCC1CO1,420.4148,10.9643
CN(CC(=O)Nc1ccccc1)CC(=O)N(CCC(=O)O)CCC(=O)O,O=C(Cc1cccc2ccccc12)c1ccc(OCC2CO2)cc1OCC1CO1,406.2901,24.3348
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)N2CCCN(C(=O)C3CC3)CC2)cc1,O=C(Nc1ccccc1)Nc1ccc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)cc1,472.8905,41.2857
O=C(O)CCN(CCC(=O)O)C(=O)c1ccnc(NC(=O)C2CC2)c1,CC(C)CC(=O)Nc1ccc(NC(=O)N(CCOCC2CO2)CCOCC2CO2)cc1,437.5995,33.8989
CNC(=O)c1cccc(CNC(CCC(=O)O)C(=O)O)c1,COc1ccccc1Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,504.083,28.6785
COC(=O)c1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,COc1nc(C)ccc1C(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,427.3407,19.4486
CCOC(=O)c1cnc(C=Cc2cccc(CC(=O)O)c2)c(C(=O)O)c1,O=C(NCc1ccc(CN2CCC(O)CC2)cc1)N(CC1CO1)CC1CO1,439.6466,20.742
O=C(O)CCCOCc1nc(CCCC(=O)O)no1,CN(C)C(=O)CN1CCN(C(=O)CN(CC2CO2)CC2CO2)CC1,395.4088,16.3307
COc1cc(COCC(=O)O)c(OCc2cccc(C(N)=O)c2)c(COCC(=O)O)c1,COc1cc(C(=O)N2CCN(CC(=O)N(CC3CO3)CC3CO3)CC2)ccc1C,443.0621,17.9396
Cc1cc(=O)n(CC(=O)N(CCC(=O)O)CCC(=O)O)cn1,COc1ccc(OC(=O)CCCC2CO2)c(CC2CO2)c1,429.3942,23.6002
O=C(O)CC(NCC1CCCCCC1)C(=O)O,c1nc(OCC2CO2)cc(N2CCN(Cc3ccc(OCC4CO4)cc3)CC2)n1,421.2584,14.0841
CN(CCC(N)=O)C(=O)C(CCC(=O)O)CCC(=O)O,COc1cc(C(=O)Nc2ccc(C(=O)NCC3CO3)cc2)ccc1OCC1CO1,457.777,31.5276
COC(=O)C(C)(C)CCNC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CCc1cccc(NC(=O)CNC(=O)N(CC2CO2)CC2CO2)c1,447.3095,39.0534
CC(C)c1cccc(N(CCCOCC(=O)O)CCOCC(=O)O)c1,CNC(=O)c1ccc(OCC(=O)N(CC2CO2)CC2CO2)cc1,398.6174,9.4226
O=C(O)COCCOCCOc1ccccc1CCOCC(=O)O,O=C(c1ccnc(OCc2ccccc2)c1)N(CC1CO1)CC1CO1,379.669,18.873
O=C(O)CCC(CCC(=O)O)C(=O)OCCC1CCOCC1,CNC(=O)c1ccc(CN(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)C2CC2)cc1,453.2139,26.3629
O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(N2CCCC2=O)CC1,c1ccc2c(c1)CCN2CCN(CC1CO1)CC1CO1,419.6784,21.8523
CN(C)Cc1c(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)oc2ccccc12,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1cccc(C(=O)N2CCOCC2)c1,427.5532,19.1537
COc1cccc(C(=O)CCCC(=O)N(CCC(=O)O)CCC(=O)O)c1,CN1C(=O)COc2ccc(NC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)cc21,483.6501,35.6184
COc1ccc(OCCCC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,O=C(NC1CC(OCc2ccccc2)C1)N(CC1CO1)CC1CO1,386.1121,11.3677
CC(C)c1nn(C)cc1C(=O)N(CCC(=O)O)CCC(=O)O,COc1ccccc1CCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,425.2356,21.869
COc1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)c2cccnc12,O=C(Nc1cccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1)NC1CC1,490.9401,26.9421
Cc1cc(CNc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)nn1C,Cc1ccc2cc(C(=O)OCC(=O)N(CC3CO3)CC3CO3)ccc2n1,419.0073,22.2835
O=C(O)CCC(CCC(=O)O)C(=O)N1CCN(CC2CCCCC2)CC1,CCNC(=O)COc1ccc(NC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)cc1,433.8382,45.908
CCCOc1ccccc1C(=O)NCCCN(CCOCC(=O)O)CCOCC(=O)O,Cc1ccccc1CC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,363.6533,12.4351
NC(=O)COc1ccc(CN(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1ccccc1COCC1CO1)c1ccc(COCC2CO2)cc1,378.3966,13.7762
O=C(O)COCc1ccc(OCC(=O)NCC2(COCC(=O)O)CCC2)cc1,O=C(NC1Cc2ccccc2C1)c1cccc(OCC2CO2)c1OCC1CO1,403.612,18.5408
CC(C)(CCNC(=O)Nc1ccc(CC(=O)NCC(=O)O)cc1)C(=O)O,O=C(Cc1ccccc1OCC1CO1)Nc1ncccc1OCC1CO1,449.0199,32.846
O=C(O)CCCCC(=O)NCCc1cccc(C(=O)O)c1,Cc1c(C#N)cccc1NC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,419.7374,28.0822
N#Cc1ccc(CNC(=O)N(CCC(=O)O)CCC(=O)O)cc1,CCOc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1OC,406.7563,26.2114
CCOc1ccccc1C(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,CC(C)(Cc1ccccc1)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,449.9952,21.2925
COc1ncc(C)cc1NC(=O)N(CCC(=O)O)CCC(=O)O,Cc1cc(C)n(CCOC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)n1,433.0541,24.2102
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(CCCc2ccccc2)cc1,O=C(O)CCCc1ccc(N(CCOCC2CO2)CCOCC2CO2)cc1,382.2219,20.5663
CC(=O)Nc1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,COCCCN(C)C(=O)c1cccc(OCC2CO2)c1OCC1CO1,427.7696,21.9021
CCCCC(NCc1cccc(C(=O)O)c1)C(=O)O,c1cc(OCC2CO2)c2nc3ccc(OCC4CO4)cc3nc2c1,397.6283,12.8042
CC=Cc1ccc(NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)cc1,C(CCCCCCCCCOCC1CO1)CCCCCCCCOCC1CO1,328.4543,38.0383
