acid,epoxide,tg
O=C(O)CCN(CCC(=O)O)C(=O)Nc1ccc(N2CCCCCC2)cc1,COc1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1OCc1ccncc1,420.4680
O=C(O)CCC(CCC(=O)O)C(=O)N(CCNCCO)CCc1ccccc1,CCN(CC)Cc1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)o1,318.1563
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)CCCN2C(=O)CCC2=O)cc1,Cc1nc2ccccc2c(C)c1CC(=O)OCC(=O)N(CC1CO1)CC1CO1,391.7803
CC1(C)C(=O)N(CCC(=O)O)C(=O)N1CCC(=O)O,O=C(CCC1CO1)NCC1CCN(CC(=O)NCC2CO2)CC1,345.3612
CC(C)Cc1ccc(C(=O)C2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc1,COc1cc(C(=O)OC(C)C(=O)NCC2CO2)ccc1OCC1CO1,362.5794
O=C(O)COCCOCCN(CCOCC(=O)O)C(=O)c1ccc(CN2CCCC2=O)cc1,CCCCOc1ccc(C=CC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)cc1,317.8676
O=C(O)COCc1ccc(NC(=O)c2cc3ccccc3o2)cc1COCC(=O)O,O=C(NCC1CO1)c1ccc(NC(=O)N(CCc2ccccc2)CC2CO2)cc1,420.4757
CC(=NNc1ccc(C(=O)O)cc1)c1ccc(OCC(=O)O)cc1,O=C(COCC1CO1)N(CCNCCC1CO1)CCc1ccccc1,322.3670
COc1cc(C(=O)O)ccc1NN=C(C)c1cccc(OCC(=O)O)c1,CNC(=O)Cc1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1,393.9609
COCCN(CC(=O)O)C(=O)c1ccnc(C(=O)O)c1,O=C(NCCN1CCc2ccccc2C1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,370.5464
CC1(C(=O)O)CCN(CC(=O)Nc2cccc(C(=O)O)c2)CC1,O=C(c1ccccc1OCC1CO1)N1CCC(NCCCC2CO2)CC1,356.4094
O=C(O)C(CCCNCc1cn2ccccc2n1)C(=O)O,CC(C)OCc1cc(NC(=O)CCc2cccc(OCC3CO3)c2)ccc1OCC1CO1,374.1198
COc1cc(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc(OC)c1C,O=C(Nc1cccc(OC2CCCC2)c1)c1ccc(OCC2CO2)cc1OCC1CO1,399.2087
O=C(O)CCCCC(=O)NCc1cn(C2CN(CC(=O)NCCC(=O)O)C2)nn1,CN(c1ccccc1)C1CCN(C(=O)c2c(OCC3CO3)cccc2OCC2CO2)CC1,359.6914
C#CCOc1cc(C(=O)O)ccc1C(=O)O,CCOc1cccc(CNC(=O)C(CC2CO2)CC2CO2)c1,380.8504
COCCCN(CCOCC(=O)O)C(=O)CCCCOCC(=O)O,O=C(CCc1cccc(OCC2CO2)c1)N1Cc2ccc(OCC3CO3)cc2C1,326.2524
O=C(O)COCc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(COCC(=O)O)c3)o2)c1,COc1cc(CN(C)C(=O)c2ccc(OCC3CO3)c(C)c2)ccc1OCC1CO1,380.3393
Cc1cc(C)c(C(=O)O)cc1C(=O)O,O=C(CN(CC(=O)NCC1CO1)Cc1ccccc1)NCC1CO1,337.9006
Cc1nccnc1NC(=O)C(CCC(=O)O)CCC(=O)O,CCCCN(Cc1ccc(OC)c(OCC2CO2)c1)Cc1ccccc1OCC1CO1,364.3608
CC(C)(C)c1ccc(O)c(CN(CCOCC(=O)O)CCOCC(=O)O)c1,COc1cc(C)ccc1C(=O)NCCNCC(=O)N(CC1CO1)CC1CO1,337.8572
CC(=O)c1cc(NC(=O)N(CCCOCC(=O)O)CCOCC(=O)O)ccc1C,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccnc(Oc2ccccc2)c1,359.1067
O=C(O)C=CCCC(=O)O,O=C(NCCN1C(=O)COc2ccccc21)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,405.4408
O=C(O)COCc1ccc(NC(=O)c2ccccc2NC2CCCCC2)cc1COCC(=O)O,CCCOc1ccc(CNC(=O)COC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1,396.7315
CC(CNC(=O)c1cccc(Nc2ccccc2)c1)(COCC(=O)O)COCC(=O)O,COc1ccc(C(=O)N2Cc3ccc(OCC4CO4)cc3C2)c(OCC2CO2)c1,393.7023
O=C(O)c1ccccc1C(=O)Nc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,CC(C)OC(=O)c1cccnc1NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,394.0097
Cc1cccc(OCCN(C)C(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1,c1cc(C2CCN(CCN3CCC(c4ccc(OCC5CO5)cc4)CC3)CC2)ccc1OCC1CO1,348.7165
COc1cc(OC)cc(N(C)C(=O)C(CCC(=O)O)CCC(=O)O)c1,CN(Cc1cccc(OCC2CO2)c1)C(=O)Nc1cccc2c(OCC3CO3)nccc12,379.8578
CC(=O)N1CCC(N(CCC(=O)O)CCC(=O)O)CC1,CC(NC(=O)c1ccccc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1)c1ccccc1,395.4136
CCCC(=O)Nc1cccc(NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)c1C,COc1ccc(CCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,337.9318
CCn1nccc1CNC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1ccncc1)c1ccc(CNC(=O)C(CC2CO2)CC2CO2)cc1,404.1143
Cc1ccc(Oc2ccccc2)c(NC(=O)C(=O)N(CCOCC(=O)O)CCOCC(=O)O)c1,COc1cc(CCNC(=O)C(=O)N(CC2CO2)CC2CO2)ccc1C,359.8255
CCCCCN(CCOCC(=O)O)C(=O)c1ccc(CN2CCC(COCC(=O)O)CC2)cc1,COc1cc(CN(C)C(=O)c2ccc(OCC3CO3)nc2C)ccc1OCC1CO1,357.9834
COc1ccc(COCCC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)N1CCC(C(=O)N2CCCC2)CC1,412.2933
CCCn1c(CN(CCC(=O)O)CCC(=O)O)nc2ccccc21,Cc1cc(OCC2CO2)nc(N2CCN(Cc3cccc(OCC4CO4)c3)CC2)n1,336.6273
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1cccc2cccnc12,Cc1ccc(CNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c(OCC2CC2)c1,353.9540
O=C(O)CCCC(CO)NC(=O)c1ccc(OCCC(=O)O)cc1,COc1ccc(CN(C)Cc2ccc(OC)c(OCC3CO3)c2)cc1OCC1CO1,318.4188
Cc1cc(N=Nc2ccccc2C(=O)O)cc(C(=O)O)c1O,COC(=O)c1ccc(CNC(=O)c2cc(OCC3CO3)cc(OCC3CO3)n2)cc1,439.0482
N#Cc1ccccc1Oc1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CC(C)COc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,404.7514
Cc1nn(C(C)C)cc1CN(CCC(=O)O)CCC(=O)O,Cc1cc(OCC2CO2)c(C=O)cc1OCC1CO1,323.4301
Cc1c(O)cccc1C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O,CC(C)C(=O)Nc1cccc(OCC(=O)N(CC2CO2)CC2CO2)c1,384.4396
O=C(O)COCCN(CCOCC(=O)O)Cc1ccc(N2CCCC2)cc1,COCCN(CC1CO1)C(=O)c1cc(CC2CO2)c(OC)c(OC)c1,320.5901
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCc1ccc(NC(=O)c2cccnc2)cc1,Cc1cccc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)c1,419.8855
O=C(O)CCOCCCOC(=O)c1cn(CCC(=O)O)nn1,CNC(=O)CCCNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1,369.6440
Cc1c(C(=O)O)cncc1C(=O)O,Cc1ccc(NC(=O)C2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)nc1,413.9959
O=C(O)CCCCNC1CC(CNC(=O)CCCCOCCCC(=O)O)C1,CN(Cc1ccc(NCC(=O)N(CC2CO2)CC2CO2)cc1)C(=O)O,322.0330
CN(CCCCCCCOCC(=O)O)C1CCC(COCC(=O)O)CC1,O=C(O)COc1cccc(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)c1,328.3493
O=C(O)COCCCCCNc1ccccc1CN1CCC(COCC(=O)O)CC1,CCCCN(C(=O)c1ccc(OCC2CO2)cc1OCC1CO1)C1CC1,340.8089
O=C(O)CCOc1cccc(NC(=O)c2ccc(CNC(=O)CC(=O)O)cc2)c1,NC(=O)C1CCN(Cc2cccc(NC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)c2)CC1,401.7942
O=C(O)COCCN(CCOCC(=O)O)CC(=O)NCc1cccnc1,Cc1cc(C)c(OCC2CO2)c(NC(=O)CCc2ccc(OCC3CO3)nc2)c1,348.1430
Cn1cc(CN(CCC(=O)O)CCC(=O)O)cn1,Cc1cc(C)n(CCCNC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)n1,346.2232
CC(COCC(=O)O)(COCC(=O)O)NC(=O)C1CCN(Cc2ccccc2)CC1,CCc1cccnc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,398.0522
CCOc1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CN1CCC(NC(=O)CCCC2CO2)CC1)NCC1CO1,373.5919
Cc1nc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)co1,Cn1nc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1=O,460.2926
CC(Oc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1)c1ccccc1,O=C(c1ncccc1OCC1CO1)N1CCN(CCCC2CO2)CC1,349.3058
CC1=C(C)CN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,COc1cccc(Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)c1,449.6936
O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)C2CCC(NC(=O)C3CCCC3)CC2)c1,CC(C)Oc1cccc(CN(CC2CO2)CC2CO2)c1,345.8794
CC(=O)Nc1ccc(C)c(C(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(NCCCCOCc1ccccc1)C(CC1CO1)CC1CO1,369.9912
CC(C)NCCNC(=O)C(CCC(=O)O)CCC(=O)O,O=C(NCCN1CCN(Cc2ccccc2)CC1)c1c(OCC2CO2)cccc1OCC1CO1,331.1066
Cc1cc(CNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n(C)n1,CN(CCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1)C1CCCC1,354.8638
O=C(O)COCC(COCC(=O)O)NC(=O)c1ccccn1,Cc1ccc(C)c(OCCCOC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,333.7226
N#Cc1cccc(NC(=O)C2CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC2)c1,O=C(CCNC(=O)Cc1ccccc1)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,395.3517
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)CCN1C(=O)COc2ccccc21,CC(CCNC(=O)c1ccccc1OCC1CO1)NC(=O)CCC1CO1,411.5296
O=C(O)CCC(CCC(=O)O)C(=O)Nc1ccccc1N1CCN(CCc2ccncc2)CC1,Cn1ccnc1CCNC(=O)c1cccc(OCC2CO2)c1OCC1CO1,359.0439
N#CCc1ccccc1CC(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,O=C(COC(=O)c1cc(OCC2CO2)cc(OCC2CO2)c1)NC1CCOCC1,398.2648
NC(=O)C1CCN(Cc2ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)cc2)CC1,N#CCOc1ccc(CNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,379.4653
Cc1ccnc2ccc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)cc12,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)N1CCCC(c2ccccc2)C1,417.5833
COc1cc2ccccc2cc1C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O,CN(C)C(=O)COc1ccc(NC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)cc1,381.3500
COc1ccc2oc(CN(CCOCC(=O)O)CCOCC(=O)O)cc2c1,CCCOc1ccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cc1,317.9360
CCN(CC)C(=O)c1ccc(NC(=O)N(CCC(=O)O)CCC(=O)O)cc1,CCN1CCN(CCNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,361.5916
N#CCCCNC(=O)N(CCC(=O)O)CCC(=O)O,COc1ccnc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,375.6855
O=C(O)CCC(CCC(=O)O)C(=O)NCCC(=O)N1CCN(c2ccccn2)CC1,Cc1cc(NC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(C)cc1O,408.1174
COc1cc(CCOCC(=O)O)ccc1NC(=O)c1cc(COCC(=O)O)c(C)o1,COc1ccc(C(=O)N2CCN(c3ccccc3OCC3CO3)CC2)c(OCC2CO2)c1,410.3858
CCOc1cc(C=NNc2ccc(C(=O)O)cc2OC)ccc1OCC(=O)O,COCCN(C)CCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,332.4210
CC(=O)Cc1ccc(OCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1cc(C(=O)N2CCCC2c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,339.3847
COc1cc(CN(C)C)ccc1NC(=O)C(CCC(=O)O)CCC(=O)O,O=C(c1ccccc1OCC1CO1)N1CCC(C2CO2)CC1,383.1986
CC1CC(C(=O)N2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)C1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C1CCCC1,377.8412
O=C(O)COCC(COCC(=O)O)NC(=O)NCCc1ccc(O)cc1,N#Cc1ccc(N2CCN(C(=O)c3c(OCC4CO4)cccc3OCC3CO3)CC2)cc1,382.7858
Cc1ccc(N2CCN(CCNC(=O)C(CCC(=O)O)CCC(=O)O)CC2)nn1,Cc1ccc(OCC2CO2)cc1C(=O)N1CCN(c2ccc(OCC3CO3)cc2)CC1,389.8731
CC(C)(C)OC(=O)CN(CCCOCC(=O)O)CCOCC(=O)O,COc1ncc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cn1,358.8138
CC(C)(CCNC(=O)NCCCCC(=O)O)C(=O)O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(Oc2ccccc2)nc1,418.2434
COCCCCC(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O,CC(C)(C)OC(=O)CNC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,317.3168
O=C(O)CCOc1ccccc1CNC(=O)CC(=O)O,CC(=O)Nc1ccc(OC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1,395.7202
O=C(O)CCN(CCC(=O)O)C(=O)CNCCCNC(=O)CN1CCOCC1,O=C(Nc1ccccc1OCC1CO1)C1CCN(Cc2ncccc2OCC2CO2)CC1,341.1106
NC(CCCCCCC(=O)O)C(=O)O,Cc1cccc(C)c1CN(CC1CO1)CC1CO1,339.1455
Cc1cc(NC(=O)N(C)CCC(=O)O)ccc1C(=O)O,COc1ccc(OCC2CO2)c(C(=O)Nc2cccc(C(=O)O)c2OCC2CO2)c1,432.7725
CCOc1ccc(CN(CCCOCC(=O)O)CCOCC(=O)O)nc1,CC(=O)N1CCN(Cc2ccc(NC(=O)c3cccc(OCC4CO4)c3OCC3CO3)cc2)CC1,363.1386
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCCc2ccncc2)cc1,CCn1ccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)n1,365.7296
CN(CC(=O)O)C(=O)c1ccc(C=CC(=O)O)o1,Cc1ccc(C(=O)Nc2cccc(OCC(N)=O)c2)c(OCC2CO2)c1OCC1CO1,390.8688
O=C(O)CCC(CCC(=O)O)C(=O)NC1CCN(Cc2cccnc2)CC1,Cc1ccc(C(=O)Nc2ccc(C(=O)NC3CCCCC3)cc2)c(OCC2CO2)c1OCC1CO1,399.9682
CCOCc1cn(CC(=O)N(CCC(=O)O)CCC(=O)O)nn1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)C(=O)Nc1cccc(C2CCC2)c1,344.3570
O=C(O)CCCC(=O)Nc1ccc(CN(C(=O)CCCC(=O)O)C2CC2)cc1,COc1ccc(OC)c(NC(=O)COC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)c1,386.9534
NOCC(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,CCCCOc1ccccc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,355.7405
COc1cc(COCC(=O)O)c(OCC(=O)NCc2cccc(C)c2)c(COCC(=O)O)c1,COc1cc(C(C)=O)c(OC)cc1OCC(=O)N(CC1CO1)CC1CO1,353.4280
CCCOc1ccc(OCC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,COc1ccc(CNC(=O)c2cncc(OCC3CO3)c2)c(OCC2CO2)c1,361.4672
CC1CCN(C(=O)C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)CC1,CCc1cccc(C(=O)Nc2cc(C)ccc2OCC2CO2)c1OCC1CO1,369.5518
O=C(O)COCCCCn1cc(COCC(=O)O)nn1,O=C(C=Cc1ccc(N2CCCCC2)cc1)c1cc(OCC2CO2)ccc1OCC1CO1,341.0038
CCC(C)(C)NC(=O)CN(CCC(=O)O)CC(=O)O,O=C(CCc1ccccc1N1CCOCC1)N(CC1CO1)CC1CO1,345.3514
COc1ccc(CCC(=O)N2CCCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc1,COc1cc(COCC2CO2)ccc1C(=O)OCCCCCCOCC1CO1,313.5235
CC(C)NCC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(c1nccc2ccccc12)N(CC1CO1)CC1CO1,403.5338
O=C(O)CCNC(=O)N(CCC(=O)O)CCc1ccccc1,COCC(=O)N1CCC(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,367.5205
Cc1cc(C)c(C(=O)O)cc1NC(=O)C1(CC(=O)O)CCN(C)CC1,CNC(=O)c1ccc(C=CC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)cc1,407.1800
CC(C)(CCC(=O)O)CNC(=O)N(CCC(=O)O)CCc1ccccc1,CN(Cc1ccc(N(C)C)cc1)C(=O)COC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,364.9725
COc1ccc(C(=O)O)c2c1CN(C(=O)CCC(=O)O)CC2,O=C(O)c1cc(OCC2CO2)c(C(=O)O)c(OCC2CO2)c1,395.4020
O=C(O)COCC(COCC(=O)O)NC(=O)c1cccc(N2C(=O)c3ccccc3C2=O)c1,CCOc1cc(NC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)ccc1C,403.3575
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1ccc(Oc2ccccc2)cc1,NC(=O)c1cccc(Oc2ccc(NC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)cc2)c1,422.3606
O=C(O)CCC(CCC(=O)O)C(=O)NCCO,N#Cc1ccc(N2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)nc1,379.4283
CCOc1ccccc1C(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCCc1ccc(O)c(O)c1)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,403.2125
O=C(O)CCC(=O)NC1(C(=O)O)CCCCC1,O=C(O)C1CN(C(=O)c2cccc(OCC3CO3)c2OCC2CO2)C1,417.8313
COc1ccc(OCCOc2c(COCC(=O)O)cc(OC)cc2COCC(=O)O)cc1,O=C(c1cc(OCC2CO2)cc(OCC2CO2)n1)N1CCCN(c2ccccc2)CC1,372.4403
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)CCCc2ccccc2)cc1,CNC(=O)CCCNC(=O)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,392.1914
CN(CCNc1cc(COCC(=O)O)ccn1)CCOCC(=O)O,NC1CCC(NC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,350.0370
N#Cc1ccc(N2CCC(C(=O)NCCOCC(=O)O)CC2)c(COCC(=O)O)c1,CN(CC(=O)Nc1ccccc1)C(=O)c1c(OCC2CO2)cccc1OCC1CO1,368.3749
O=C(O)CCCCCNC(=O)NCc1ccc(OCCC(=O)O)cc1,CCN1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c2ccccc21,371.2635
CN(CCCOCC(=O)O)C1CCN(CCCCOCC(=O)O)CC1,CCc1ccc(OCC2CO2)c(NC(=O)c2cccc(C)c2OCC2CO2)c1,328.2657
CC(C)CN(Cc1ccccc1)C(=O)C(CCC(=O)O)CCC(=O)O,CNC(=O)c1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cn1,371.2714
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)NCC2(c3ccccc3)CC2)cc1,COCc1cccc(C(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)c1,395.3666
CCC1(c2ccccc2)CN(C(=O)C(CCC(=O)O)CCC(=O)O)C1,O=C(CC1CCCCC1)NCCNC(=O)N(CC1CO1)CC1CO1,343.0085
O=C(O)COCc1cc(C(=O)Nc2ccccc2N2CCC(COCC(=O)O)CC2)no1,c1ccc(COCC2CO2)c(CNCc2ccc(COCC3CO3)cc2)c1,346.5661
Cn1ncc(C(=O)O)c1C(=O)Nc1ccn(Cc2ccc(C(=O)O)cc2)n1,COc1cc(OCC2CO2)c(CC=Cc2ccccc2)cc1OCC1CO1,378.9603
O=C(O)CCC(CCC(=O)O)c1nc(CCCc2ccccc2)no1,O=C(Nc1cccc(CN2CCOCC2)c1)c1cccc(OCC2CO2)c1OCC1CO1,345.8319
CCC(CC)(C(=O)O)C(=O)N1CCC(c2ccccc2C(=O)O)CC1,CC(C)(CO)NC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,418.3934
CC(C)(C)c1ccc(CNC(COCC(=O)O)COCC(=O)O)cc1,O=C(c1ccc(OCC2CO2)cc1OCC1CO1)N(Cc1ccco1)c1ccccc1,343.8931
O=C(O)COCc1ccc(NC(=O)c2ccc3ncccc3c2)cc1COCC(=O)O,COCc1cccc(NC(=O)c2cc(OCC3CO3)cc(OCC3CO3)n2)c1,394.2845
CC1(C)CN(Cc2ccc(COCC(=O)O)cc2)CCN1CCOCC(=O)O,O=C(CCc1ccccc1OCC1CO1)NC(Cc1ccc(OCC2CO2)cc1)C(=O)O,328.6458
CCCn1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)ccc1=O,COC(=O)CCNC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,374.8407
O=C(O)CC(CC(=O)Nc1ccccc1C(=O)O)c1ccccc1,Cc1cc(C)cc(C(=O)N(CC2CO2)CC2CO2)c1,416.3677
O=C(O)CCCCC(=O)NC1(CCC(=O)O)CCCC1,CC(NC(=O)NCCCc1ccc(OCC2CO2)cc1)c1ccccc1OCC1CO1,352.5455
COc1ccc(C)cc1CNC(=O)NC(COCC(=O)O)COCC(=O)O,O=C(c1cccc2cc(OCC3CO3)ccc12)N1CCN(c2cccc(OCC3CO3)c2)CC1,372.6242
CC(C)(C)CCNC(=O)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CC(C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)(c1ccccc1)c1ccccc1,391.4381
O=C(O)COCC(COCC(=O)O)NC(=O)NCc1ccco1,O=C(CCCOCC1CO1)NC1CCN(CCCCCC2CO2)CC1,338.6502
O=C(O)CCC(CCC(=O)O)C(=O)NC1CCN(CCn2cncn2)CC1,CCc1cccc(C(=O)N2CCN(C(=O)c3ccc(OCC4CO4)cc3)CC2)c1OCC1CO1,385.1839
CN1CCc2ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc2C1=O,O=C(COc1ccc(COCC2CO2)cc1)N1CCC(CCCOCC2CO2)CC1,381.5133
N#CCCCNC(=O)N(CCC(=O)O)CCC(=O)O,COc1ccc(CNC(=O)N(C)CCc2ccccc2OCC2CO2)cc1OCC1CO1,327.9741
COCCN(CC(=O)O)C(=O)c1cccc(C(=O)O)c1,NC(=O)COc1cccc(NC(=O)c2cc(OCC3CO3)cc(OCC3CO3)n2)c1,383.9786
CN(CC(=O)O)C(=O)c1ccnc(C(=O)O)c1,O=C(c1ccc(OCC2CO2)cc1OCC1CO1)N1CCc2ccccc21,419.2975
NC(=O)c1ccc(CN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)C2CC2)cc1,O=C(NCc1cccnc1OCC1CO1)c1cccc(OCC2CO2)c1,423.2299
O=C(O)CCN(CC(=O)O)CC(=O)Nc1cccc2ccccc12,CN(CCCCCOCC1CO1)C(=O)COc1ccc(COCC2CO2)cc1,329.5734
CCOc1ccc(CNC(CCCC(=O)O)C(=O)O)cc1,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)N1CCCc2ccccc21,350.3653
NC(=O)C(CCC(=O)O)(CCC(=O)O)c1ccccc1,O=C(c1ccc(OCC2CO2)cc1OCC1CO1)N1CCN(Cc2ccncc2)CC1,377.3892
COCC1CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,CN(Cc1nccn1Cc1ccccc1)C(=O)c1ccc(OCC2CO2)cc1OCC1CO1,340.8322
O=C(O)CCCCN1CCCN(C(=O)C2(CCCC(=O)O)CC2)CC1,COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,350.9929
Cc1cc(C)cc(NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)c1,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc(NC(=O)C2CC2)cc1,392.6595
CN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1CC(O)C1,CN1CCN(Cc2ccc(C(=O)Nc3ccc(COCC4CO4)c(COCC4CO4)c3)cc2)CC1,359.9625
O=C(O)CCCCN1CCC(NC(=O)c2ccccc2OCCC(=O)O)CC1,Cc1ccc(CNC(=O)C(C)OC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)cc1,355.3838
CCOc1ccc(Oc2cc(CNC(=O)N(CCC(=O)O)CCC(=O)O)ccn2)cc1,COc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1C1CC1,391.8319
O=C(O)Cc1ccccc1NC(=O)CC1(C(=O)O)CCCC1,CNC(=O)CCNC(=O)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,423.6509
